name,frequency
baixa,4
bancos,4
banho,4
barriga,4
bastante,4
bateu,4
bellos,4
bernardes,4
bota,4
buscalo,4
bustos,4
caixa,4
calada,4
calese,4
calouse,4
cantar,4
cançada,4
cançado,4
carioca,4
casadas,4
casalo,4
casando,4
castigo,4
cautellas,4
cerração,4
certas,4
cestinha,4
chamavase,4
chamou,4
chefe,4
chegando,4
chegavam,4
chorou,4
circular,4
coitado,4
colchoaria,4
comeu,4
commum,4
compaixão,4
companheira,4
comparação,4
compor,4
comprou,4
compôr,4
concluia,4
confissão,4
conhece,4
conhecer,4
continua,4
convidalo,4
corredor,4
costureiras,4
crise,4
crê,4
céu,4
dada,4
damas,4
dantes,4
daquelles,4
daquillo,4
declarou,4
deliciosa,4
demora,4
dera,4
despedida,4
despediramse,4
despezas,4
dessa,4
digame,4
direi,4
discipulo,4
discrição,4
disseram,4
distinguia,4
disto,4
ditos,4
diversas,4
diversos,4
divino,4
dondon,4
doutor,4
doutrina,4
dura,4
duro,4
duzia,4
dão,4
emendou,4
emendouse,4
empurrão,4
enseada,4
entendelo,4
entendendo,4
entra,4
entrasse,4
escolhe,4
escolher,4
escrevendo,4
escreveu,4
escuro,4
esforços,4
especial,4
esquecido,4
esquecimento,4
estando,4
estante,4
estendeu,4
estimava,4
eterno,4
exemplares,4
exercito,4
exquisito,4
extranhas,4
faceis,4
falle,4
faltam,4
fazenda,4
faço,4
fechados,4
fechando,4
fechava,4
feio,4
feição,4
fezlhe,4
fidelidade,4
firme,4
fita,4
fitouo,4
francezes,4
francisco,4
franco,4
frente,4
fresco,4
futuro,4
fórma,4
genro,4
gola,4
gostar,4
gravemente,4
grito,4
grupo,4
guardava,4
guiar,4
gósto,4
haviam,4
humidos,4
ignaro,4
illusão,4
imagens,4
immenso,4
importante,4
inclinavase,4
influencia,4
inglezes,4
intima,4
intimo,4
irei,4
iriam,4
ja,4
jurar,4
justo,4
lados,4
lance,4
lanterna,4
lembravase,4
lento,4
levasse,4
lindas,4
lindos,4
linguas,4
linha,4
loja,4
lojas,4
longa,4
magnifico,4
magnificos,4
magras,4
magro,4
maluco,4
manda,4
mandaria,4
mandasse,4
mando,4
marechal,4
matrimonio,4
mendigo,4
meninos,4
merece,4
merecia,4
metteua,4
mettida,4
miseravel,4
mistura,4
mostrava,4
mostrou,4
mudando,4
mudar,4
multidão,4
negar,4
nota,4
observação,4
olhares,4
ordenança,4
orsini,4
othello,4
ouvilo,4
ouvisse,4
pagina,4
pagou,4
